article_id,x,y
129305,0.32190645,0.0017528061
166050,2.8562155,-4.3333244
170041,0.3238847,0.71085453
263865,-4.820985,1.5108038
83386,3.2903378,4.362283
25350,-3.369592,2.0590603
57550,-1.4877828,-0.27456513
199414,-6.177165,4.705031
220491,-2.113014,-0.26493555
312611,-6.0124106,6.101845
316494,4.3081236,-0.3119026
341228,-3.983026,6.291679
342376,-2.4254878,5.499074
5116,-2.8511474,3.6283147
89754,5.0910363,-1.3124114
271570,-5.201172,2.0587106
70316,4.3279595,-3.6417234
250967,2.9690368,-1.131899
20719,-1.2241523,2.637873
95569,2.3700557,4.9232206
96178,1.3932331,4.6766486
254648,-1.9933983,-2.73082
254825,-4.6459503,-0.18808985
256063,-4.2399874,-1.169773
41602,3.2325077,-1.3383607
61721,11.866229,0.60233325
292517,0.21926731,3.9425657
293142,-3.6810548,6.8176203
293415,-0.41481155,2.3377013
348090,-2.080086,-1.7027327
19532,-7.9310026,1.4666624
29873,-2.1441457,2.3754187
203175,6.8701744,-5.6777315
66056,3.514476,-4.9354
107089,3.0220559,-4.9852386
41770,1.9809022,-5.7653236
41798,3.4642675,-3.9082055
113974,-2.0047894,3.99551
114905,-3.5323436,4.871683
220563,-1.5894948,0.012987981
312553,-3.0974476,5.16231
17527,-6.3675604,0.60513675
303496,1.4506967,1.2342569
286136,-1.8246404,-3.7875295
338421,-3.1453004,-0.18440108
141203,0.7355225,4.3027735
160431,1.0496597,-4.827033
323581,-3.1846216,4.4423923
107072,9.6355295,-8.081123
212167,-0.658499,-2.9018636
107127,5.5799274,-2.96477
224375,1.0899572,-2.512829
39677,2.482111,-2.4094474
337296,1.8301922,-4.814789
337946,-2.7386057,1.9736656
338321,0.17041266,1.6065738
27168,-0.29205862,1.0863147
236202,-0.77849746,-5.9442434
270328,-3.0167205,0.71010065
284257,1.2357624,-1.169887
160959,-0.0870663,-2.2267787
308512,-4.7891593,4.7195992
158056,7.5229497,-4.3029985
211921,0.6474922,-2.4373324
216301,-2.3728821,2.897886
241871,-2.5777838,8.180394
242280,-3.726793,4.20913
242293,0.79455036,3.100123
242500,-2.8409088,5.310008
242516,-2.4359276,3.5472171
242945,0.7240918,2.3409681
243304,-4.573696,3.094314
84117,-0.7914718,3.076424
288735,-0.91751146,2.9795578
36913,-1.9057987,-6.227487
36914,1.2338674,-3.3840404
161799,1.8616766,-5.2126894
144963,-3.2715142,-0.19607632
51673,0.46868554,-3.2273219
51946,3.489635,0.78076965
163022,4.9528956,-0.9031107
159567,-0.91276544,-7.452828
209212,3.3916438,-7.07461
124444,-4.3679295,1.4243194
234122,1.2884662,1.6715983
235703,-3.7586873,-2.92763
70023,1.4914982,-5.218977
217539,-1.7804598,5.2599454
48993,-2.971031,-1.3097324
100945,5.46523,-7.66419
307662,-5.036997,6.5627193
123301,-3.8608015,3.7291143
123382,-6.621727,6.2274423
123957,-6.791819,5.7939076
124060,-6.042158,6.116649
124263,-4.805535,5.3263116
124617,-5.001237,4.8633175
30852,-3.9646363,7.2996464
32454,-6.7022448,8.868921
32930,1.3987194,5.9782944
97566,-2.1394749,8.352363
119009,-2.8097782,9.347151
119057,-2.6493738,7.130265
42727,1.6579403,-3.5884302
42919,3.7747297,-2.2868402
31618,-3.2424157,8.537921
32502,-5.1311913,3.0224528
187127,1.5007696,4.66662
332614,1.3621122,1.2499399
332623,4.5208387,-0.023449067
15812,-6.5445757,3.5252626
39787,3.0993876,0.17478123
129373,-0.26684114,3.2575245
145821,-4.7016416,5.2291355
261667,-5.212975,4.9699206
161035,0.544854,-5.9583397
161804,4.1712193,-5.8379946
357522,3.5309281,-7.30553
357529,1.4765958,-5.1804476
357773,1.2489418,-7.2655964
357779,2.3666134,-9.445448
175423,2.2361417,-4.7965264
87218,8.322001,-1.3872253
3027,-5.636626,5.574978
4956,-2.155278,3.5790792
58432,0.31714675,-3.0369604
74797,1.5255989,2.1162477
87233,9.491206,-2.4298666
95982,-0.6474537,0.3932491
96062,-1.2624416,-2.067082
96619,6.7032685,0.42146218
118881,4.820684,4.7782784
176664,0.16961938,2.95489
176787,2.1608431,1.7747282
176975,-4.7889667,2.3507276
177075,-6.413469,4.2432766
177342,-4.297849,7.9901543
177516,-5.002427,-0.1659419
177838,-1.0443469,1.7808238
177884,-3.5871165,0.20415643
177920,-6.7404556,4.73271
178061,-1.9851464,1.042323
184081,-5.3004203,3.7123394
237282,0.1488004,-0.4877508
261671,-4.9579854,4.131144
276979,-3.7886558,3.7995887
313434,-0.12519947,1.8637481
225471,-2.2022376,-2.4563928
125926,-0.057018723,3.3688252
128808,-1.7426552,3.9308093
129389,-3.3425655,5.2107396
235407,-0.5017501,-4.2581573
123963,-4.4850965,5.1215854
132602,-2.4942791,3.5329788
161460,3.1199024,-11.490672
145132,-4.364255,7.282024
186514,-2.5446877,5.963889
256472,-2.3221598,5.426249
303185,-3.3817155,6.8291645
303199,-3.6517458,4.3059487
303292,-0.57624644,2.9095135
303418,-3.2179399,1.7583317
303533,-4.6184754,2.605881
303630,-2.3706675,0.27956623
303699,-4.076396,-0.121476084
303810,-0.48779273,6.234231
303818,-1.1941051,-1.7802131
303846,-6.5038443,5.8945856
303866,-6.193255,0.9803462
303930,-3.9448614,1.2957828
303967,-5.0672407,1.1332852
304307,-3.563149,0.05197709
304359,-0.38537002,5.5689807
304382,-5.8453236,1.7308456
304465,-4.1993275,3.4319131
304492,-7.763491,1.2073133
304639,-6.2342143,-0.17036396
305025,-1.5635341,2.8574097
305087,-6.0887713,4.470798
305093,-5.781117,5.7647095
2175,-0.94926226,1.0012795
251562,-2.5856588,4.8675437
360847,3.121506,1.4778976
68698,-1.677162,-3.6652622
118748,3.1164215,1.8579794
119066,-3.2902393,7.288808
199403,-3.3589396,-0.527781
220544,-2.4929628,0.89348567
257573,-0.48711503,4.4925027
260394,1.4036553,2.312217
261699,-1.6683626,1.4042399
261841,-3.580956,4.9558477
263873,-5.5549965,4.2625685
263893,-5.6778746,5.52079
263994,-1.8407197,3.8041708
264111,-2.8708901,0.95510745
270538,-3.869769,5.837711
270962,-0.9560604,-0.2607342
273359,-3.5308373,0.6266957
202598,2.1251316,-6.679366
202626,19.95209,4.704947
225110,-3.380222,-0.027624236
277454,-5.835054,6.760588
115,0.9536362,-4.7508936
394,-1.8507806,-4.580181
471,0.9199762,-2.0151184
759,-3.2783468,-5.185003
1327,-3.4923234,-4.3919344
1331,-5.4605694,-2.7543201
13851,-7.710527,-0.009419526
15584,0.14174362,0.4181139
18730,-0.5485602,1.5566674
18941,-3.7054284,0.11419
20620,0.77815413,-1.091234
29940,0.7502123,2.0108635
30409,-2.4496598,3.4366071
31737,-4.247542,2.1785784
34681,-1.3279366,-6.6862082
35881,6.995204,2.6546702
36127,3.9101195,-1.1276884
38384,12.534284,-2.8657725
47440,-6.474685,-0.3578356
47544,-6.8573594,0.09082556
47545,-3.359941,2.7683995
47564,-2.2436771,-2.2220862
60062,9.175436,-2.2645864
61901,8.06855,-2.59111
79767,2.4529033,4.5644374
84007,2.3715465,0.7330514
88724,7.829098,-0.51242
88765,6.2232614,-4.7711487
88767,6.5783153,1.4420772
88768,6.081441,-5.5226455
88934,9.367978,-1.8759278
89749,5.4272065,-2.1679847
89763,8.199099,-3.1764762
92320,0.33497044,1.7382402
100884,0.56451625,-5.3670177
107230,3.4947655,-4.0955114
109727,-5.1513677,-0.09256844
109752,-2.235414,0.54052496
113943,-4.8041153,1.7228291
118831,0.42508906,1.5504079
119580,-0.26912856,1.0616155
122206,-1.8135616,3.986895
127127,-2.4380245,4.092635
127133,-3.1219177,0.13484165
136914,-0.19391961,1.4321713
144201,-5.4702206,3.7772496
146188,5.404765,0.9062526
150672,2.8706617,-3.5833619
151353,3.0002222,-5.286706
151371,-1.5956882,-6.7787404
151372,-0.61586845,-7.8014274
151391,-0.63859826,-9.093498
151495,7.199181,-2.0240529
151496,5.8481236,-1.6283803
151501,5.7593327,-2.4556184
151552,2.9443955,-5.6182404
151563,4.9787087,-4.685946
152947,0.24528642,-6.8878517
153018,-1.8719531,-8.680554
153019,1.5616056,-10.052084
154788,0.16028535,-9.639546
155686,0.27582383,-5.4762745
156027,1.4820986,-4.7022743
157210,-0.43211046,1.2759993
159867,0.8312123,-2.598026
160616,3.981164,-9.400984
162282,1.6215625,-8.493095
165385,9.720583,-4.0183635
166052,1.9604338,-5.7636704
166445,6.3354354,-5.4066024
166574,3.273407,-3.6602468
174064,-6.8371754,2.8625739
186054,-0.61020297,6.3592143
198414,-8.31838,3.8889863
201797,6.4223146,-1.6675229
201900,3.033066,-2.5434928
201925,3.9574027,-4.408974
202022,2.7820234,-5.9464183
202056,7.793059,-1.2885383
202062,-3.757515,-3.909705
206260,1.9950373,-5.5205812
206746,6.187409,-4.4162135
210905,1.771473,-2.6463783
211338,2.6150334,-5.180793
211782,7.8013825,-4.749782
214492,3.4371018,-8.255196
218142,-1.6720449,1.8054966
233626,1.3040755,-5.898142
234719,9.516729,-4.6201167
235288,-1.679363,-3.606392
237083,3.1949396,-2.6111612
237752,-0.4049617,-1.2860181
243319,-1.767004,2.0659173
244690,-2.0047972,3.4654453
244744,-2.4077368,4.1326165
251754,3.1277862,1.3135791
260559,-2.8598502,4.365948
267913,2.8153968,1.1552808
269243,-3.1174054,1.9557348
271654,-1.8894907,-2.7379432
271705,-4.337049,0.69119465
277409,-5.442249,1.3500197
281861,-2.31211,-6.1849136
293298,-0.95489836,1.8113816
294179,-1.1646783,-3.0450575
295623,6.316772,-0.078711495
298243,1.6782403,-2.5918124
306871,-4.5141945,4.3630023
314202,-1.6192627,-0.3151159
315628,-1.1990595,1.9022226
320564,-3.9161227,3.451963
327994,-7.164588,5.2752123
330802,-3.5000064,0.061805148
335080,-4.6728754,1.7665328
336839,-0.27581966,-1.0634705
342572,-2.6527078,3.3924537
354209,2.6356697,-1.3975021
355168,8.236618,-0.64495695
355899,3.3643959,-1.6002575
355935,3.165897,-1.2063392
362884,2.5398836,1.9379926
4867,-5.4340425,3.1615868
59927,6.350399,-3.071984
83944,0.83354163,2.4446855
84211,-1.3689073,2.7533655
146207,6.9144897,-4.585956
109448,-4.637309,-0.05293715
361105,-3.0492687,6.9705806
239969,-0.5945598,0.2202708
156166,2.865673,-3.244504
167158,2.4248161,-0.22369502
167174,4.6411705,1.5484384
59749,8.218944,1.8085318
83372,2.6072862,6.5316973
283215,-1.7279572,0.30653697
284278,-0.07983983,-2.2057807
285559,-3.3619237,-0.51152873
276998,-2.898504,1.7731317
49913,0.7769089,-7.305006
67304,4.180502,-6.5417366
68159,-0.18066287,-5.9337487
88635,7.4440246,-2.2907293
106757,3.1492915,-5.4698772
107113,2.4215124,-3.5619435
141508,-3.7183511,5.2999487
156200,-0.8964138,-6.1688085
156389,-0.27791816,-6.618748
157595,-0.4160895,-7.445435
159135,1.0639453,-7.7705007
177543,2.081979,-2.6380403
211533,2.7676966,-2.9653032
261662,-6.9842486,6.447114
293878,1.4111294,-0.7906672
301468,0.5637454,-8.1357
254384,-1.6266108,-0.8913016
254496,-2.5188005,-0.83596545
254765,-0.64053535,0.90150195
254796,-4.2948384,4.1943984
254818,-3.1411011,-3.8238082
255035,-6.3075805,3.452387
255160,-6.758558,5.356776
255457,-4.5849776,4.660574
255486,-4.2598324,-3.145242
255595,0.2559127,-6.338846
255667,-4.986864,2.6036332
255683,-7.776277,3.5390153
255928,-6.0744734,0.34683916
256113,-7.9667225,1.1728176
256132,-3.222792,-1.2785068
323508,-5.90269,-0.47546482
324592,-5.8967233,8.425069
324924,-9.000716,7.298761
170490,-0.9464,-0.12271439
172647,-4.6485205,0.052949198
285793,-2.0868826,0.25728357
149744,4.7865896,-3.221387
240340,-3.1560926,0.9948672
242981,-5.21237,4.4886656
74176,2.5896847,-3.0312667
99372,1.4724991,1.7547611
109914,1.5698371,-3.2581728
112678,0.41057497,0.47777328
139254,2.5814054,0.016501315
267781,-0.9529853,0.7460186
295625,1.7889235,-2.9081056
363871,2.5353448,1.0261427
29788,-2.2935476,4.617115
62592,2.0413325,3.9743767
271904,-4.5751295,-0.15132569
114720,-1.6746076,1.8489779
182329,-5.192685,2.4454129
217773,-2.5233195,6.2430468
135941,-5.441137,7.8400855
7861,-5.666716,-0.9056588
48978,1.3534539,1.4681573
307149,-5.811199,7.7476554
341582,-0.40254664,1.6796308
342811,-1.623614,0.30136618
343159,-2.6502206,0.53123575
74547,-4.8260007,1.7315584
95947,0.9194967,4.3933825
141655,-3.1973798,4.5720396
145624,-8.580926,8.141998
48739,-1.3706652,1.4445745
63685,5.9202895,-3.9739964
236717,-1.3458742,1.6234506
236915,-2.501045,-0.5448772
357437,2.2073812,-6.244764
31353,-3.076857,6.4107785
48372,-3.2497573,1.0308813
83749,-3.475647,5.0197525
137265,-6.2112703,7.3827386
145101,-3.596955,4.206359
145237,-3.5589018,6.5305886
224706,-2.982971,-0.9019681
360465,0.34675553,0.7769672
348478,4.543517,-2.6973412
353114,-4.1600366,-0.34038574
304169,-6.631509,2.204848
83427,4.76186,3.303812
173546,-6.0364347,3.8305767
199406,-1.8540698,-0.55957115
255397,-6.5266137,2.5564148
277004,-3.3778186,6.398132
293237,-2.6272695,6.1996202
341191,-1.3999721,-1.9379874
191903,-3.0801299,4.505358
191905,-3.1302838,4.6965666
194884,-6.0830407,5.3209357
194917,-3.4516754,-0.19579418
195137,-5.717241,5.1583576
195243,-4.7536073,3.0610867
195609,3.0928328,3.7416139
303756,-6.84709,5.4102345
303943,-2.0378096,4.948673
78376,2.060942,-1.2027775
191911,-1.7295374,5.835102
71237,0.24231546,-4.6093764
194622,-7.979134,6.4241977
194674,-2.436527,3.3263242
300300,-2.772963,2.4823627
57384,-4.926031,-3.7406967
58434,-0.8993519,1.4143473
31832,-4.3808923,4.7446446
32157,-3.1856332,3.4322715
38956,5.7759876,0.35589436
40093,2.3133156,-1.8965737
114057,-0.7512149,3.8765914
114531,-0.4947483,2.6111124
114783,-4.0730567,2.883395
114890,-2.4674385,2.3790798
146199,9.055209,-2.4604762
48421,-3.2771103,0.11659948
48731,-0.0068784053,1.7950673
118808,-1.6489558,4.112336
264403,-3.373436,2.9747531
270340,-2.366457,-0.45025668
313166,-2.6638045,4.2161016
331531,-5.0860753,3.746016
331742,-5.052768,3.6158874
122208,-0.5278665,0.7948375
72629,3.1778164,-2.8334196
71113,-0.9861458,-6.333174
234781,0.53690475,-1.1832442
234768,1.0239716,-6.027123
173140,-1.2215489,0.07868144
282746,7.2196417,-3.9310496
288582,-2.9594023,3.05475
313028,-4.9292293,1.3918778
314311,-3.6844437,4.031778
321546,0.6088706,1.4905674
324520,-3.0761516,5.7808113
327357,-4.369935,3.5204093
337575,-4.056274,3.5846612
214139,8.582059,-1.6387349
179583,-4.7931952,2.367624
180763,-4.2414722,2.1026745
221402,8.3594,0.82703245
83668,0.4461616,1.9118363
129594,-2.3474116,2.0198033
141132,-0.24534453,3.5776596
141404,1.0387326,1.665323
145814,-5.309255,5.4926248
217333,1.0861801,-0.36210504
217455,-2.2191489,5.5051584
222896,1.9293461,1.2897896
277242,-2.216143,4.1938095
288954,-1.6499783,4.489793
292479,-1.3198024,4.848673
292840,-4.0429783,6.7029023
307444,-7.0533423,3.6204908
308783,-2.5250297,5.361359
331567,-2.7670188,-2.6820493
331906,-2.4352455,3.5922227
3885,-4.8426228,5.497047
59058,1.7718652,0.32645544
256565,-4.068367,7.1792526
352153,0.26967442,-0.86400145
133797,-2.0231025,3.6668448
160034,5.7074604,-1.3720281
160966,2.1431394,-5.678539
59047,-1.8406378,-0.7604171
61554,12.459106,1.7757502
63659,1.6935868,-4.2828193
63816,4.4966908,-4.3534307
65988,0.5918485,-6.8789477
66102,3.5673223,-8.25219
69133,0.83547574,-5.519316
69736,1.2483273,-7.416412
69927,-0.54392874,-3.6842287
70288,0.82987404,-1.0811716
298758,-6.1370873,0.9987994
300594,-4.0916367,1.9256546
44907,-1.523235,-3.0840197
51031,8.140229,-1.3775328
69634,1.4564233,0.9778244
76027,2.4503253,-5.221002
146230,-0.4718728,-3.551242
151311,0.620975,-7.0521894
158245,3.2642357,-7.7833486
166204,3.6189988,-6.2119865
270338,-3.3105638,-1.0503058
271164,-3.0966275,-1.8164059
271454,-1.3095692,-4.496337
271474,-3.32462,-2.5598855
271487,-4.91552,-0.9743527
271493,2.1670659,-4.033198
271496,1.3656638,-6.0164566
271517,-1.0617095,-5.49495
296745,-7.420761,-0.8230694
298317,-4.8830323,0.23322055
298822,-1.2504034,-0.63766056
300642,-5.163441,6.0105705
301113,-0.051026907,2.9065626
66483,0.78885734,-4.263437
73344,1.6823204,-4.381501
2725,-3.129685,1.6022978
216434,0.67898,0.88002
218563,-1.7488106,0.7558634
222922,1.7737561,-2.974998
312413,-2.1987607,2.0305607
159314,-0.6144849,-2.0062613
161229,0.02571363,-7.711296
162571,0.9076993,-7.6249523
214085,3.7654138,-2.6008599
5072,0.5396911,-1.070595
162923,2.3252196,0.035334095
327017,-1.0412205,1.230512
354580,5.221468,-1.9943025
121788,-4.457521,6.8816795
166142,1.1219978,-1.7488874
8471,-6.118572,2.5024219
9483,-3.1494033,4.4793663
48449,2.3810165,-1.5505964
218392,-0.88645315,4.9902663
237289,-3.3988304,2.1764152
300788,3.765988,-2.0367122
43038,14.982056,4.785654
163548,1.4778388,-1.2124068
354390,-0.74669623,-3.4289453
255958,-4.3139515,0.76080614
83572,-1.4303734,5.5694036
83739,-2.1550374,3.131439
14344,-6.207179,2.8448226
31493,1.3723302,-1.608161
286735,-1.0226327,3.7067354
66189,-0.65558255,-5.7056475
284478,-4.817509,-2.4127276
293053,-4.3982396,2.8190525
216311,-4.1087,7.3683033
225282,-6.591941,3.3220932
242185,-2.2537093,3.073548
51228,3.9355125,-1.237337
71502,-0.07508008,-6.1062584
97670,30.321264,22.396978
128856,1.7686996,2.656382
137423,-3.129502,2.5778954
175445,-4.7875466,2.4393404
202586,0.38253066,-5.6078596
203218,-0.5740054,-4.418582
221365,1.3823372,0.3529223
236179,-3.4367518,-4.6909595
268937,-2.0426195,-1.0819921
313243,2.2828698,0.07655526
321565,0.0763245,1.6772288
107172,9.69063,0.5443845
255704,-5.2538633,1.563944
3506,-2.8211746,-0.16057804
47979,-2.833005,0.47284544
61519,8.945072,-1.0545142
69920,2.0610192,-8.542363
71386,3.1351483,-10.027671
254665,-4.4533544,0.8260978
75982,-1.8114976,-4.4725237
76523,-2.5867186,0.9157687
84509,0.8961886,3.3538272
206854,1.5130681,-6.272062
270482,-4.47176,0.72713816
2609,-3.514902,3.5578887
294109,3.0646608,-1.3221084
298412,2.4397464,-2.4631531
361355,-1.0379311,0.40843377
362001,3.8305879,-0.36123657
41671,2.4197023,-5.2845707
66059,2.3789341,-5.0565577
129675,-4.7373695,3.0167887
134317,-3.9748795,5.5876026
140399,-2.9822855,1.6478821
140450,-2.6583195,3.6215088
183966,-6.2499237,3.8137677
184126,-4.134383,4.540872
4726,-3.911903,3.1374402
177519,0.8968933,-1.7677778
187273,-2.9463315,6.4703407
260011,-2.699614,-3.5461175
260019,-5.257644,4.1074038
261182,-6.1427755,3.6404424
36179,-0.1887105,-6.5083675
74790,1.3593221,-3.1100535
74803,0.5423821,-1.2450933
74810,2.4406939,-1.7482834
158767,1.0801834,-6.357214
292458,-0.97337025,-0.122336715
293447,-2.145426,3.3635361
314252,1.191384,-0.8116195
338777,4.120088,-2.3362813
343174,-4.5450873,3.9901288
58715,-2.1277523,1.6192291
63294,3.0890746,-0.25818786
107189,5.6209507,-5.0064063
204850,-2.5169752,-2.562665
96975,2.1014786,6.5078998
48895,-1.8116801,-1.1372942
106835,4.545874,-9.299055
14707,-3.704923,-1.8273656
14736,-2.2256255,3.149454
14741,0.012967949,4.7113256
14789,-5.2363853,0.6723562
14961,-0.45784706,1.1376232
15565,-5.589196,2.6608438
16276,-2.11002,2.8703628
16567,-6.797364,4.1862717
16608,-5.406549,7.064569
17151,-1.186695,3.9295268
39837,1.8591757,-1.0617869
39859,2.545111,-2.2462637
353042,-1.9111438,5.0906897
281202,0.56662583,-3.3269336
323408,-4.9923844,3.456461
176814,-4.157758,-0.97721183
331126,-5.134755,4.758486
74900,-4.7633815,-6.3676996
182081,-3.9688804,3.5381842
164232,-1.057891,0.5999624
62750,-1.218313,3.1846306
292553,-4.382723,3.5081732
30007,-3.76765,2.4092183
161979,-1.1044843,-4.923864
279758,-2.9077888,-4.7355604
279776,-3.1551003,-2.1160755
282853,-3.2474415,-2.65666
29800,4.3164124,4.6791515
272177,-3.2842999,2.4785054
272312,-2.0183938,-0.54975617
199535,-6.022115,3.6824923
264254,-3.4728668,1.9547703
95090,-0.35864204,5.1042833
215863,-5.2266817,5.003817
220239,-1.5997143,3.6754386
224832,-3.992227,0.40468252
291753,-7.3794174,4.128008
132522,-3.923305,1.0124915
141406,-3.7787023,3.3566208
141524,-2.794585,4.161651
225608,-1.233543,-4.136658
184265,-6.4306664,2.4792972
195021,-2.4949133,0.07332788
8112,-5.5702696,6.137842
10338,-8.16668,5.8466134
195414,-2.5869505,2.091737
41951,0.3415618,-3.731857
181227,-6.515852,3.8483489
181274,-7.015968,3.747011
181553,-5.848491,6.875481
181568,-5.30432,0.37645322
182015,-2.9823823,1.6099312
183750,-1.9617531,1.7033626
184163,-5.6156497,2.3985944
184432,-3.2544396,5.341483
195877,-5.106285,5.800243
195981,-1.655929,3.465591
48396,-1.2653108,0.32072273
106809,3.4383266,-3.1873155
133936,-4.9885693,1.786326
21320,-5.3048544,4.8641458
342563,0.060981542,4.629659
348466,2.6008756,1.3463826
348497,2.6619022,-0.17394924
309644,4.1170497,2.398961
30188,-1.2356318,6.474178
32922,-2.5194492,8.657415
95590,8.25318,3.1902797
8058,-4.1081204,6.5071588
207255,-4.211478,-5.9998837
195650,-4.6153073,5.4042606
195743,-1.4142512,0.20687604
18599,-2.025983,-5.9999475
20197,-1.7691007,-5.373002
32214,0.9372075,5.754633
290358,4.2115283,4.034949
59176,-1.6262878,-0.43750542
358336,-3.9866579,3.4931726
3171,-1.2538992,0.698504
3449,-5.781017,3.8253012
4708,-5.136784,0.8231506
30149,-0.5822531,6.8644915
85013,-3.070743,6.0493016
120763,-5.489575,6.455316
122212,0.11323153,-0.121105194
124258,1.5723349,2.1612797
146077,-5.394121,3.711503
190844,-3.809341,8.205824
198818,1.8890901,-1.7642343
277382,-3.2271748,6.4857574
320798,-0.7831787,-2.626774
360959,-3.638624,1.0573095
361259,-3.8423307,1.667783
136101,-3.902345,6.0768723
321926,-3.5845387,0.6995118
355166,6.137932,-3.6230834
73309,5.3271127,-2.041608
313393,-5.1115527,3.7841506
30886,-4.8734794,5.4819674
110971,-3.3602803,2.9355755
199322,-3.681453,0.1692447
58266,-3.0084956,1.4882933
58918,1.1734985,-3.8355603
62392,-4.3940334,0.5775283
65814,-0.6383677,-4.0809393
66381,1.0594599,-4.9699936
123528,-2.5278807,1.786393
124598,-5.67931,7.2243223
137638,-3.523552,3.6196787
138215,-1.0814008,-1.5038865
140284,2.6509087,-1.8919917
161592,7.554323,-7.9364605
207600,2.0536983,-3.234933
211825,0.2081924,-4.5585103
218588,-3.7261584,4.267657
234000,-1.4920743,-2.782876
263960,-2.1775198,0.83440554
277263,0.361549,0.81701857
354180,2.5791109,-3.669592
258317,-3.5374727,7.5224133
361387,1.0187217,1.4827588
107107,4.1164923,-4.481405
167040,3.777788,-2.2262514
288644,-2.637987,6.470502
305335,0.4592096,2.8060977
61477,4.821003,-5.8680353
250142,1.3734919,0.1481495
251263,1.7683513,2.6240242
251435,-2.5972276,0.2745795
313655,-5.153186,3.4635844
313994,-5.600549,5.8947906
314438,-5.117851,6.3469434
343282,-4.109585,0.4829376
59924,7.9161024,-2.30077
60249,10.674236,-2.886984
61196,1.2203592,-1.9946795
61609,11.949737,-0.82793546
66067,5.4913993,-5.710082
69135,-0.544521,-3.3143358
69600,0.86453915,-3.1980898
71635,-0.29854518,-1.1552485
73473,-0.23390792,-1.9038858
203148,-0.48290953,-2.9546576
219830,-1.1794354,-1.4386203
220820,3.7708292,2.331463
362752,0.9207835,0.13713543
19537,-6.960312,3.7405648
42023,1.005541,-4.686085
47660,0.728593,-0.63501203
63694,2.5197704,-5.72737
63783,2.4002864,-9.678293
95954,0.5272328,7.6044574
106868,3.7939084,0.6918748
106936,9.341106,-0.6013327
162018,0.5505911,-7.327447
169157,-4.80784,4.2473674
207198,2.1635687,-4.1573534
207634,-0.7953482,-3.484782
232583,0.6822307,1.2043294
283766,2.0714717,-4.492409
285259,-5.1570396,3.2186239
206319,0.6823892,0.7820589
1779,0.38753423,0.29858103
60014,32.114403,16.039082
101978,30.037277,14.055935
101980,30.037277,14.055935
101981,30.037277,14.055935
101983,30.037277,14.055935
101990,30.037277,14.055935
101991,30.037277,14.055935
59531,-6.044301,-1.3327355
352727,-3.3322668,5.806497
30536,-0.20461424,4.415107
337890,1.1186976,-1.4601038
95536,4.200759,3.8990765
96612,-3.1400502,2.7497098
84404,-4.3918962,4.598836
84684,-2.928294,4.7892237
205038,2.8420398,-4.6146355
234071,-0.13064368,-1.5369864
230129,3.436002,-3.7139413
41596,5.1090436,-1.0631917
308133,-2.8112621,6.3613815
308532,-3.8505666,1.1323124
70372,2.1297634,-4.393842
157313,2.4480302,-7.3731356
159863,-0.99231076,-4.3228197
234749,-1.7610275,-2.8268166
235101,-1.8505764,-0.057948872
237148,-1.9530752,-1.6052924
2043,-0.43117592,0.8035449
67538,3.240283,-5.0022397
172902,-5.429116,5.1855307
249820,-1.3998889,2.2364554
250102,-1.0635654,1.5950049
250108,-3.2329326,3.4765701
250128,-2.359219,-0.51590896
250398,-1.3900075,2.1235743
250497,-1.8384207,-0.1376308
250512,-3.3164756,1.9166198
250592,3.0337248,3.4660776
250895,-4.1404753,2.9424129
251169,-4.4838843,2.6644108
251196,-5.4250045,5.8545227
251241,-3.0913177,3.0678551
251343,-5.7341576,4.6377068
251508,-5.8151965,5.9423227
251548,-0.82028025,6.578094
251613,-1.4797674,-0.6053777
251694,-4.501057,1.8689568
251756,0.6884283,0.89501894
251767,-0.96014017,0.75116074
251805,-2.611219,0.72304857
308888,-6.113149,5.943168
324311,-5.144908,5.6325865
341235,-3.999049,7.20421
140852,-3.7666798,6.4021854
141009,-3.909988,-0.28495184
141102,-0.19130075,1.622426
183863,-7.900472,5.354187
66091,0.2604893,-4.821485
79804,2.4554212,2.0621507
83700,-1.9682127,6.9519114
84044,-1.8570092,6.8966093
84058,1.7695973,5.071957
84174,0.06874988,5.995461
84490,-1.2294616,5.1318755
84645,2.1183412,1.8488079
84706,0.51546293,4.4102445
84770,0.67609954,3.0155754
84895,2.9178405,5.59249
107024,11.323421,-1.3533255
348522,-3.5243242,1.4716653
95489,-3.7223253,4.347967
271653,-3.565859,4.244618
78353,6.9667025,-0.5176596
332273,-0.24198563,1.650419
332440,-2.8718202,4.0826735
357059,-1.340662,-6.8152103
128710,-2.336856,2.7930899
214277,1.811155,-5.65341
89168,20.124443,8.2509575
89181,9.479388,-1.3444571
89187,19.75269,4.086054
276587,-5.994639,5.287669
284519,0.1357628,-4.159487
58081,2.302452,0.37691987
283436,0.326325,-3.3041694
283556,-3.3078513,1.7181197
283667,0.26120198,-2.9181705
284113,-3.278115,-0.29759273
285255,0.084425025,-2.199981
285619,-1.2664524,-0.19378366
337475,-2.0951557,2.9258196
195682,-0.36503425,0.32584307
79857,-1.9042326,3.7435205
300630,0.68000895,-0.22658862
276785,-2.4041114,7.4763556
313761,-2.3183193,0.80987316
83792,3.420354,-1.4266433
121279,-7.069025,4.7753224
286115,-2.1706324,-3.6228707
286160,-0.89273006,-4.5854015
311420,-2.4812298,-2.0873687
107165,8.348949,-6.598507
145608,2.9095204,-1.3168792
